guid,label
4802,negative
234,negative
2503,positive
3827,negative
796,positive
880,negative
430,negative
2434,positive
5020,positive
1527,negative
2901,positive
452,negative
4725,positive
4216,positive
4132,negative
1609,positive
1909,neutral
1185,positive
4654,neutral
686,positive
4253,positive
3454,positive
1788,positive
820,positive
4283,positive
1466,positive
3585,negative
1219,positive
1349,positive
3125,negative
718,neutral
733,positive
3894,negative
698,positive
3731,negative
4304,negative
1618,positive
1012,neutral
2674,negative
4550,positive
3010,negative
1074,positive
2778,positive
1572,negative
4662,neutral
2135,positive
3371,positive
2136,positive
4213,positive
2019,positive
1912,neutral
2869,neutral
3580,positive
3209,positive
748,positive
849,positive
2836,negative
3005,positive
1232,positive
3476,positive
2593,positive
233,positive
2842,negative
3937,positive
598,positive
1198,positive
2388,neutral
765,positive
1184,positive
1382,positive
5126,positive
3779,negative
1485,negative
4779,positive
480,positive
1549,neutral
1793,positive
4531,positive
1155,positive
3467,positive
3759,positive
792,positive
860,positive
1718,positive
2557,positive
166,positive
4353,positive
509,positive
4577,positive
2949,positive
1096,positive
706,positive
1953,positive
701,negative
3197,negative
578,positive
63,positive
1602,negative
2917,neutral
4888,negative
1108,positive
2721,neutral
3605,neutral
1693,negative
305,positive
325,positive
484,negative
801,positive
4022,positive
3246,positive
177,positive
3134,negative
2564,negative
4064,negative
1400,neutral
4754,positive
2704,negative
1576,negative
1608,positive
3020,positive
4944,negative
2166,positive
2562,positive
2130,positive
1634,positive
4676,positive
523,positive
861,negative
320,negative
1379,negative
4855,negative
3163,neutral
88,positive
2931,negative
3082,negative
3199,positive
1359,negative
3728,negative
3717,neutral
1142,negative
5088,positive
641,negative
4793,positive
1172,positive
3154,positive
3981,negative
2129,negative
303,positive
4744,positive
4721,positive
434,positive
4955,positive
4997,positive
3993,positive
1023,positive
4674,positive
3671,positive
2991,negative
8,positive
341,positive
3854,negative
1685,positive
2127,negative
3051,negative
4468,neutral
3570,positive
1025,positive
264,negative
830,negative
3705,negative
773,positive
1270,positive
4002,negative
545,positive
857,neutral
1700,positive
1077,positive
2387,negative
2910,positive
4807,positive
1616,positive
4786,positive
3710,negative
1165,neutral
4239,positive
999,neutral
5021,positive
4183,negative
2366,neutral
3026,positive
424,neutral
4806,positive
4171,positive
205,negative
610,positive
3743,positive
1434,positive
878,positive
1638,positive
393,positive
2134,positive
1251,neutral
2657,positive
3083,negative
3271,negative
4790,positive
1412,positive
1159,negative
4996,positive
3740,positive
3756,positive
24,neutral
868,neutral
470,positive
1663,negative
3138,positive
2765,positive
4000,positive
4679,positive
2735,positive
1837,neutral
3886,positive
1899,positive
1596,positive
3198,positive
4151,neutral
4631,positive
616,positive
4752,positive
2923,negative
843,positive
3367,positive
93,negative
4001,negative
4552,positive
2115,negative
3868,positive
4012,positive
3105,negative
3544,negative
3097,positive
794,neutral
3204,positive
528,neutral
1493,positive
3589,positive
4387,negative
1606,positive
263,positive
4048,negative
282,positive
439,positive
1047,positive
4348,neutral
520,positive
4686,negative
1847,positive
3455,positive
383,negative
3836,positive
2428,positive
4716,negative
1526,negative
3086,positive
4603,positive
449,neutral
2595,positive
1868,positive
98,positive
122,positive
502,neutral
2146,positive
3684,positive
1197,positive
1000,positive
1752,positive
3473,positive
2450,neutral
2537,positive
3704,positive
1255,positive
4849,negative
4784,neutral
2624,positive
825,neutral
4749,positive
3990,positive
1615,positive
1996,positive
2992,neutral
3119,neutral
1554,positive
3314,negative
2007,neutral
2947,positive
52,negative
1393,negative
4109,positive
3481,positive
758,positive
3425,positive
4054,positive
1974,negative
888,positive
2021,positive
831,positive
2979,neutral
1236,positive
2581,negative
2469,positive
4541,positive
83,positive
4089,neutral
3753,positive
2528,negative
3693,neutral
1235,positive
5114,positive
2160,positive
1449,positive
5095,positive
806,positive
4534,positive
1051,neutral
5091,positive
4007,negative
2588,positive
930,negative
3929,positive
4278,positive
4760,neutral
57,positive
4420,negative
1082,positive
4643,positive
